8
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 3 7 0 0 0 0 0 0 0 0 0 0 0 0 
1 1 5 0 0 0 0 0 0 0 0 0 0 0 0 
1 3 1 1 0 0 0 0 0 0 0 0 0 0 0 
1 1 3 7 0 0 0 0 0 0 0 0 0 0 0 
1 3 3 9 9 0 0 0 0 0 0 0 0 0 0 
1 3 7 13 3 0 0 0 0 0 0 0 0 0 0 
1 1 5 11 27 0 0 0 0 0 0 0 0 0 0 
1 3 5 1 15 0 0 0 0 0 0 0 0 0 0 
1 1 7 3 29 0 0 0 0 0 0 0 0 0 0 
1 3 7 7 21 0 0 0 0 0 0 0 0 0 0 
1 1 1 9 23 37 0 0 0 0 0 0 0 0 0 
1 3 3 5 19 33 0 0 0 0 0 0 0 0 0 
1 1 3 13 11 7 0 0 0 0 0 0 0 0 0 
1 1 7 13 25 5 0 0 0 0 0 0 0 0 0 
1 3 5 11 7 11 0 0 0 0 0 0 0 0 0 
1 1 1 3 13 39 0 0 0 0 0 0 0 0 0 
1 3 1 15 17 63 13 0 0 0 0 0 0 0 0 
1 1 5 5 1 27 33 0 0 0 0 0 0 0 0 
1 3 3 3 25 17 115 0 0 0 0 0 0 0 0 
1 1 3 15 29 15 41 0 0 0 0 0 0 0 0 
1 3 1 7 3 23 79 0 0 0 0 0 0 0 0 
1 3 7 9 31 29 17 0 0 0 0 0 0 0 0 
1 1 5 13 11 3 29 0 0 0 0 0 0 0 0 
1 3 1 9 5 21 119 0 0 0 0 0 0 0 0 
1 1 3 1 23 13 75 0 0 0 0 0 0 0 0 
1 3 3 11 27 31 73 0 0 0 0 0 0 0 0 
1 1 7 7 19 25 105 0 0 0 0 0 0 0 0 
1 3 5 5 21 9 7 0 0 0 0 0 0 0 0 
1 1 1 15 5 49 59 0 0 0 0 0 0 0 0 
1 1 1 1 1 33 65 0 0 0 0 0 0 0 0 
1 3 5 15 17 19 21 0 0 0 0 0 0 0 0 
1 1 7 11 13 29 3 0 0 0 0 0 0 0 0 
1 3 7 5 7 11 113 0 0 0 0 0 0 0 0 
1 1 5 3 15 19 61 0 0 0 0 0 0 0 0 
1 3 1 1 9 27 89 7 0 0 0 0 0 0 0 
1 1 3 7 31 15 45 23 0 0 0 0 0 0 0 
1 3 3 9 9 25 107 39 0 0 0 0 0 0 0 
1 1 3 13 7 35 61 91 0 0 0 0 0 0 0 
1 3 3 5 21 19 33 115 0 0 0 0 0 0 0 
1 3 5 15 11 19 61 81 0 0 0 0 0 0 0 
1 3 7 5 27 51 29 109 0 0 0 0 0 0 0 
1 3 3 13 15 27 73 27 0 0 0 0 0 0 0 
1 3 7 9 13 3 77 17 0 0 0 0 0 0 0 
1 3 7 15 7 31 51 11 0 0 0 0 0 0 0 
1 3 7 15 7 5 119 111 0 0 0 0 0 0 0 
1 1 1 9 1 29 103 47 0 0 0 0 0 0 0 
1 3 1 9 11 23 21 83 0 0 0 0 0 0 0 
1 3 1 11 29 39 9 197 0 0 0 0 0 0 0 
1 3 7 11 15 35 81 247 0 0 0 0 0 0 0 
1 3 1 7 19 13 49 123 0 0 0 0 0 0 0 
1 1 1 15 7 35 113 183 45 0 0 0 0 0 0 
1 3 7 7 5 9 3 133 185 0 0 0 0 0 0 
1 1 7 1 1 35 3 65 103 0 0 0 0 0 0 
1 1 3 13 31 63 27 133 389 0 0 0 0 0 0 
1 3 3 11 29 61 61 213 315 0 0 0 0 0 0 
1 3 7 11 25 7 105 47 225 0 0 0 0 0 0 
1 3 7 9 23 53 19 5 307 0 0 0 0 0 0 
1 1 3 7 17 45 43 47 83 0 0 0 0 0 0 
1 3 3 13 19 63 21 101 381 0 0 0 0 0 0 
1 3 7 13 5 41 93 47 99 0 0 0 0 0 0 
1 3 5 9 19 35 1 189 237 0 0 0 0 0 0 
1 1 1 7 1 1 111 201 487 0 0 0 0 0 0 
1 3 5 7 19 13 55 57 269 0 0 0 0 0 0 
1 1 3 1 15 11 113 179 491 0 0 0 0 0 0 
1 1 7 9 31 29 19 25 99 0 0 0 0 0 0 
1 3 3 15 29 47 53 87 29 0 0 0 0 0 0 
1 1 3 3 17 29 115 231 445 0 0 0 0 0 0 
1 1 5 7 11 49 23 1 25 0 0 0 0 0 0 
1 3 7 11 31 45 115 97 161 0 0 0 0 0 0 
1 3 5 3 21 9 81 41 209 0 0 0 0 0 0 
1 1 1 7 31 33 91 169 317 0 0 0 0 0 0 
1 3 7 3 9 63 85 111 445 0 0 0 0 0 0 
1 3 1 11 17 63 77 91 77 0 0 0 0 0 0 
1 1 1 1 11 17 125 161 15 0 0 0 0 0 0 
1 1 3 13 27 37 33 43 229 0 0 0 0 0 0 
1 3 1 11 21 5 77 193 283 0 0 0 0 0 0 
1 1 7 9 29 11 43 195 223 0 0 0 0 0 0 
1 1 5 3 7 49 113 67 243 0 0 0 0 0 0 
1 3 7 13 27 51 97 87 25 0 0 0 0 0 0 
1 1 1 9 1 15 27 213 311 0 0 0 0 0 0 
1 3 7 15 25 41 49 237 343 0 0 0 0 0 0 
1 3 1 5 1 61 43 127 109 0 0 0 0 0 0 
1 1 1 9 29 15 97 251 81 0 0 0 0 0 0 
1 3 7 5 31 49 101 75 347 0 0 0 0 0 0 
1 3 5 15 19 37 93 157 323 0 0 0 0 0 0 
1 3 5 3 5 19 27 113 379 0 0 0 0 0 0 
1 1 7 7 15 35 119 189 407 0 0 0 0 0 0 
1 1 5 3 25 47 101 55 377 0 0 0 0 0 0 
1 3 5 1 27 3 79 49 189 0 0 0 0 0 0 
1 3 3 3 1 45 27 19 261 0 0 0 0 0 0 
1 3 5 5 15 13 69 89 451 0 0 0 0 0 0 
1 1 1 15 17 29 47 179 313 0 0 0 0 0 0 
1 3 3 5 15 39 43 223 411 0 0 0 0 0 0 
1 1 5 7 11 11 127 203 393 0 0 0 0 0 0 
1 3 7 1 7 57 37 149 65 0 0 0 0 0 0 
1 3 5 1 9 31 97 187 159 0 0 0 0 0 0 
1 1 7 15 31 33 95 143 443 0 0 0 0 0 0 
1 3 7 9 17 47 51 145 383 0 0 0 0 0 0 
1 3 5 13 1 59 13 111 333 855 0 0 0 0 0 
1 1 7 13 9 41 61 173 187 279 0 0 0 0 0 
1 3 1 9 15 51 5 189 205 521 0 0 0 0 0 
1 3 3 15 29 25 5 191 289 261 0 0 0 0 0 
1 3 5 9 13 53 41 171 177 713 0 0 0 0 0 
1 3 1 9 21 29 37 65 7 421 0 0 0 0 0 
1 3 7 7 7 41 91 23 147 825 0 0 0 0 0 
1 3 3 15 21 5 31 179 281 215 0 0 0 0 0 
1 3 5 1 13 21 35 243 425 147 0 0 0 0 0 
1 3 5 11 11 39 109 35 119 949 0 0 0 0 0 
